content,data
"#생후1511일 우리지아 오늘 아침부터 말 잘 들어서 너무 예뻐❤️지아도 지아가 말 잘드는걸 아는지,엄마 오늘 지아 말 잘 듣지? 라고 말하는 우리지아🙊일어나자마자 한참이나 코코랑 신나게 놀아주는 내 사랑둥이🥰코코 놀아주면서 지아 목소리가 너무 커서조용히 하라고 얘기할까 계속 생각했지만코코 놀아주는거라 꾹 참았다‼️여기서 조용히 하라고 얘기했다면아침부터 우리지아는 기분이 안좋았겠지? 나란 여자 잘 참았다!어린이집 가기 전에 오줌 싸야지~ 하면서 변기에 앉더니갑자기 쉬야 하고 응가도 같이 한다고 말하는 우리지아아직까지 아침에 응가한적이 없어서안할줄 알고 알겠어~ 라고 말했는데 정말 응가를 했다👍지아 엄청 큰 응가 했다며 빨리 확인해 보라고 말해서 보니까정말 엄청난 양의 응가를 했다‼️확인하고 나서 지아야 진짜 엄청 커!!!! 라고 말하니까사진 찍어서 아빠도 보여주라고 말해서아침부터 지아의 응가 사진을 나의 핸드폰에 담았다..ㅋㅋㅋㅋ지아도 뿌듯한지 엄마 지아 응가 잘하지? 진짜 엄청 크지?라고 말하면서 스스로 뿌듯해하는 우리지아🙊교재 한번 하고 어린이집 가고 싶다고 말해서그럼 옷 입고 와서 교재 하자고 말하고 지아 방으로 들어 갔는데오늘은 조금 춥다길래 후드티 입고 가자고 말하니까지아는 핑크 치마 입는다며 스스로 옷을 골라서 입었다요즘들어 또 치마 사랑에 빠졌다..😅옷 다 입고 나와서 진짜 교재 할거야? 라고 물어보니까헤이지니 보면서 교재를 하고 싶다고 말해서둘중에 하나만 할 수 있다고 말하니까잠깐 고민을 하더니 교재는 어린이집 갔다와서 하고헤이지니를 본다고 말해서 바로 헤이지니를 틀어줬다〰️헤이지니 보면서 사과 먹고 싶다고 말해서사과도 하나 다 먹고 기분좋게 등원했다🥰어린이집으로 걸어 가면서도 오늘 지아 말 잘듣냐며 이쁘냐며다시 한번 엄마한테 지아 말 잘들었다는걸 어필한다🙊아침부터 말 잘들어줘서 고마워 찌아야 ♥˃̵ᴗ˂̵♥오늘도 선생님이랑 친구들이랑 재밌게 잘 놀다와 찌아야❤️----------------------#사랑둥이 #귀염둥이 #가족스타그램 #럽스타그램 #행복한가족 #행복한하루 #오늘도 #사랑해 #일상 #내사랑 #내전부 #아기모델 #내보물 #딸 #딸랑구 #딸스타그램 #닭띠아기 #49개월 #49개월아기 #도치맘 #딸바보 #육아 #육아소통 #육아스타그램 #말티푸 #말티푸그램 #댕댕이그램 #댕댕이스타그램 #댕댕이",2021-12-08
갓바위 등산🤗한달 늦게 올려보리기🤭2021년 11월 07일 일요일#경산 #갓바위 #약사여래불 #소원성취 #가을 #단풍 #빨강색 #노랑색 #내사랑이랑 #행복한하루 #등산스타그램 #역시 #김밥 #커피 #꿀조합 #점심 #청국장 #맛집 #먹스타그램 #럽스타그램 #직장인 #직장인커플 #직장인스타그램 #96년생 #98년생 #대구 #경주 #포항 #울산,2021-12-08
겨울철 스테미너 음식 낙지 연포탕🥘🍲👍👏👏살아있는 낙지를 끓는물에 넣을땐 너무 마음 아프지만 😓😓 맛있는건 어쩔수가 없다😍😍❤️❤️양심상 살짝쿵 운명을 달리 했을때 찍은 동영상이네요 🙏😹😹#연포탕 #착한낙지신내점 #겨울음식 #스테미너음식 #먹팔 #맞팔선팔환영 #좋아요그램 #음식스타그램 #건강한삶의가치나눔 #행복한하루#맛집스타그램,2021-12-08
.紅葉🐶🍁👩🏻が一眼レフ持ってきた時は…なかなか前に進めない散歩になる🥺(散歩あるあるかな。)⑩おばあちゃんとの散歩が楽しくて、この日一の満面の笑み。あまり耳ピンしない僕だけど、この日はモデルモードで耳ピンたくさんしたよ🐕🐕いつも身につけてるバンダナは迷子防止🐶🐶来年からマイクロチップ義務化になるみたいだけど…みんはつけてるのかな？🤔#チワワ #ちわわのいる生活 #いぬすたぐらむ #いぬのいる暮らし #犬好きな人と繋がりたい #ちわわ #ちわすたぐらむ #ちわわ大好き #錦帯橋 #山口 #広島 #chihuahua #chihuahualove #chihuahualife #dogstagram #dogsofinstagram #kintaibridge #yamaguchi #dogoftheworld #snowdropplus #countryside #happylife #치와와 #치와와그램 #치와와스타그램 #독스타그램 #시골살이 #시골생활 #행복한하루 #행복스타그램,2021-12-08
✔내가 나를 다스리고내가 나를 만든다.[신념]#오늘도화이팅 #행복한하루,2021-12-08
댕모닝 ~~ ❣전투적으로 행복한 하루 만들기야 💕°°#댕모닝 #댕댕이일상 #강아지 #멍멍이 #귀여운강아지 #사랑스런강아지 #웰시코기월리 #웰시코기 #코기그램 #견주소통 #반려견은사랑입니다 #개엄마소통 #행복한하루 #햅삐독,2021-12-08
미리미리 크리스마스🎄💛❤️💚..12월25일을 기달리는게 아니라 분위기를 즐기는거야😁..#미리크리스마스,2021-12-08
2000일 기념 데이트 준비!♥︎연애때도 잘 챙기던 남편은결혼해서도 잘 챙기나봐용^*^기념일 챙기는 게 어색했던사람이었는데 남편덕분에이제는 익숙해졌어요~~#고마워#사랑해#고마워#나를받아주어고맙습니다#너랑2000일#행복한하루,2021-12-08
울 삐약이이름으로 작은마음을 전하는일이 일을 하면서 #선한영향력 이라는소중함을 배웠는데..작은 베품 또한 이리 값지고 감사한것을~_내인생의 모래시계를 늘 바라보고산다면하루하루 소중함을 늘 지니며 가치있는시간들로 채워질텐데.._어제 강의중 너무 멋진메세지가 계속아른아른~~_#행복한하루 #기쁜하루 #굿네이버스 #작은실천 #소중함 #일상의행복,2021-12-08
"굿모닝 입니다 :) 🤍오늘 아이보리, 블랙 업데이트 되는거 아시죠🙆🏻‍♀️오후에 라이브 통해서 보여드릴게요!저희 스토어찜 + 소식받기 해주시면 라이브 알람 보내드리겠습니다! 오늘 하루도 행복한 하루 보내세요❤️#더플렌티#라방예고",2021-12-08
#수요일아침벌써 수요일이네요🙌🏼연말을 더 즐기고 싶은데뭐 한것도 없는데벌써 8일이라뇨😲술 좋아라 하는 저는강제 금주령이….🤭🤭상처 회복할때까진 금주예요😥정강이쪽을 꿰맨거라상처 회복이 더딜거라고 하더라고요?허허 나란 사람🙄정신 똑디 차리고남은 2021년을 보내라는신의 계시인가바요🤭제발 제주도 여행 가기전에낫길 바라는 바람으로 잘 버텨봐야겠어요🙃지금은 걸을때도 좀 아파서 걷는걸 최소화 하고 있긴 한데 좀 나으면 놔버렸던 운동을 다시 해야겠어요🙋🏻‍♀️술 안마시면 좀 건강하지게쬬오🤣🤣오늘도즐거운 하루를 보내러 가야겠어요!현실은 #일개미🐜 일하러 갑니도🖤일하기전 주저리주저리#오늘의피드 #직장인 #수요팅 #직장인의삶,2021-12-08
#아침식사 #다이어트 #비건음식 #행복한하루 #홈메이드,2021-12-07
꽃모닝❤️2시간 반 자고 저녁 10시까지 활동 더 많은 분 만나고 싶었지만 몸이 하나인 관계로 아쉬웠네요꽃 하나로 여러분들에게 행복을 전해 줄 수 있어저도 행복한 하루 였어요!! 오늘 하루도 모두 화이팅 입니다!!💪😆#꽃모닝#굿모닝#오늘도화이팅#💪#행복한하루 보내세요💐#보험#설계#실손#건강보험#저축#실손#비과세#종신#권민fc#유병자보험#재무설계#보험리모델링#월급관리#연금#종잣돈#보험문의#재무상담#짠테크#증여세#월급관리#연금#보험문의#재무상담,2021-12-07
#돼지꿀꿀,2021-12-07
#굿모닝채우는 것 보다 비우는 것이 더 중요한 사실알고 계셨나요?알고 있지만 실천은 어렵다는 비워냄요즘의 저에게 꼭 필요한 글이네요🤗좋은 글 귀로 하루를 시작행복한 하루 보내세요:)#반드시생겨요#좋은일:)#아침#긍정#긍정확언#비움#미라클모닝#소통#친구#행복한하루#스마일#🙂#워킹맘일상#육아맘#인셀덤하는여자#인셀덤성시현,2021-12-07
"""새벽 운동 마치고 근처 새벽식당샘플전달👍👍-오늘도 승리하는 멋진 출발#승리하는하루#감사한하루 #도전하는하루#반복하는하루#행복한하루#오늘은선물입니다#pm인터내셔널전엄철",2021-12-07
두부가 오늘 아침에 찾아왔다냥!!☀️다들 오늘도 행복한 하루 보내라냥!!💛#고양이 #굿모닝 #행복한하루 #☀️💛 #냥팔맞팔 #좋아요,2021-12-07
불멍 옥상 고기파티생각보다  춥지않아서  모처럼옥상에서  가족과함께~~💕사랑하는 울~~가족나의 힘ㆍ에너지ㆍ사랑하고 감사해요💜하루를  귀하게 살기!감사한  시간밤에는 딸에게  전신 맛사지받고 푹~~잤네요🌸#행복한하루#가족과함께#감사합니다💕#일상감사,2021-12-07
바쁜 아침일수록 소중한 나와 가족의 건강 꼭 챙기세요🙌오늘 하루도 행복한 하루 되세요😍😍#935유산균#935멀티비타민#아이유산균#온가족유산균 #아연유산균#질유산균#영양제 #건강#소중한가족#행복한하루#간편식 #바쁜아침,2021-12-07
결혼하고 같이 보낸 첫생일행복했고 기억하고 싶은 하루❤️#생일 #결혼후첫생일 #30살생일 #행복한하루 #기억하고싶은하루,2021-12-07
#데이트 #여친짤 #연애일기 #연인 #부부 #남편 #와이프 #알콩달콩 #행복한하루 #내사랑 #남친몬 #여친몬 #곰신 #곰신스타그램 #러브러브 #알라뷰 #사랑중 #내꺼 #연애하고싶다 #연애상담 #n년차부부 #n년차커플 #커플계정 #연상연하커플 #데이트코스 #사계절스냅(Ih),2021-12-07
"2021.11.12.금 🌞 +4441 +3643서촌 골목을 걷다가 걷다가~우연히 들어간 카페 여기인가~💐.여기인가? 오~ 이름 특이해 하며 들어간 곳.여기가 바로 #서촌감성~!!작은 한옥카페 안에서 손님을 반기는 커다란 깨비🐕도 있고~사장님 가족 소개가 닮긴 앨범메뉴판도 특별했고~사장님께서 커피잔이 보기보다 편해요, 라고 말씀하신 어느 작가님의 작품이라던 커피잔도 득특하고~☕여운이 남았던 곳~~!!.울 딸들이 만들어준 쿠키와 커피 조합도 넘 좋았고~~시골과 서울에서 각각 어린시절을 보냈던 이야기에 서로 문화충격 받았던 이야기들도 재있었네~~...#채연채빈 #이쁜딸들 #채연채빈맘 #역사탐방날 #서촌 #카페여기인가 #여기인가 #서촌카페 #한옥카페 #채연채빈나들이 #행복한하루 #즐거운하루 #채연채빈211112",2021-12-07
2021.11.12.금 🌞 +4441 +3643서촌 골목을 걷다가 걷다가~우연히 들어간 카페 여기인가~💐.여기인가? 오~ 이름 특이해 하며 들어간 곳.여기가 바로 #서촌감성~!!작은 한옥카페 안에서 손님을 반기는 커다란 깨비🐕도 있고~사장님 가족 소개가 닮긴 앨범메뉴판도 특별했던 곳~.#깨비라떼  맛이 몹시 궁금했지만~커피가 더 간절했기에~☕...#채연채빈 #이쁜딸들 #채연채빈맘일상 #역사탐방 #서촌 #카페여기인가 #여기인가 #서촌카페 #한옥카페 #채연채빈나들이 #행복한하루 #즐거운하루 #채연채빈211112,2021-12-07
"2021.11.12.금 🌞 +4441 +3643저기, 김태수 작가의 #에코플로우 작품을 보니, 여기에서 뛰놀던 그 때 아가들이 생각나고~👭🏻👫👶#채연채빈171104.4년전에는 #쿠사마야요이 호박이 아니고 다른 작품이었었는데, 언제 바뀐걸까 궁금하기도 하고~또 호박을 보니, 과천미술관에서 함께놀던 아가들 모습이 눈에 선하고~~👭🏻👫#채연채빈160108.#꼬리에꼬리를무는 추억들~...#채연채빈 #이쁜딸들 #자매 #석파정 #서울미술관 #채연채빈나들이 #추억 #행복한하루 #즐거운하루 #채연채빈211112",2021-12-07
#행복한하루#긍정긍정예쁘고 좋은거 생각하며 힘내보자❣️,2021-12-07
#데이트 #여친짤 #연애일기 #연인 #부부 #남편 #와이프 #알콩달콩 #행복한하루 #내사랑 #남친몬 #여친몬 #곰신 #곰신스타그램 #러브러브 #알라뷰 #사랑중 #내꺼 #연애하고싶다 #연애상담 #n년차부부 #n년차커플 #커플계정 #연상연하커플 #데이트코스 #사계절스냅(BC),2021-12-07
#생후1511일 숨은 지아 찾기❤️거실에서 같이 놀다가 갑자기 방으로 들어가더니하린아~~~ 사랑해~엄마 지아 떠나~ 안녕~코코야~아빠 언제 와요~할머니 안녕하세요~ 라며 큰 소리로 얘기를 하길래방에 몰래 들어가보니까 창문 열고 혼자 떠들고 있었다🙊나올때까지 조용히 있다가 지아가 커텐을 여는 순간깜짝 놀래키니까 깜짝 놀라는 우리지아 ㅋㅋㅋㅋㅋㅋㅋㅋ창문 열고 그러면 위험하다고 조심해야 한다고 말하니까더워서 잠깐 열어본거라며 이제 안연다고 말하는 우리지아👧🏻진짜 위험해 찌아야ㅠㅠㅠㅠㅠ 혼자서 창문 열면 안돼😭----------------------#사랑둥이 #귀염둥이 #가족스타그램 #럽스타그램 #행복한가족 #행복한하루 #오늘도 #사랑해 #일상 #내사랑 #내전부 #아기모델 #내보물 #딸 #딸랑구 #딸스타그램 #닭띠아기 #49개월 #49개월아기 #도치맘 #딸바보 #육아 #육아소통 #육아스타그램 #말티푸 #말티푸그램 #댕댕이그램 #댕댕이스타그램 #댕댕이,2021-12-07
이번엔 신랑이 차려준#생일상 ㅋㅋ 퇴근 후 #반주 가 행복인데#사골미역국 에 #한우스테이크 까지아주 훌륭하구만👍 감사히 잘 먹었습니당 생각치못했던 축하톡들과 선물들도너무 감사했던 하루❤ #사람이최고 의#선물 이구나💝..#생일상 #행복한하루 #감사한하루#내생일 #살아볼만한세상 #지구인#선팔환영 #맞팔환영 #선팔시맞팔가요,2021-12-07
#행복한하루 #직딩일상 #한줄반사 #내멋대로사는인생 #행복 #무료한일상 #인생은타이밍 #유쾌한생각 #지친다지쳐 #일상스타스램,2021-12-07
❤️❤️#재탕 #07년생 #04 #05 #학생 #중학생 #연애 #디엠 #연락 #인스타그램 #얼스타그램 #셀카 #얼굴사진 #인스타필터 #맞좋반 #맞팔 #❤❤ #😄 #행복한하루 #좋아요 #눌러주세요,2021-12-07
#마뜨아밈에서만나요 #화요일은시흥에서 급 라떼가 마시고 싶었어요넘 맛나게 호로록~~~마뜨아밈 샌드위치는 진짜~~사랑이죠❤마무리는따뜻한 허브티!!!!입도 개운~기분도 좋아지는그런 향이 입안가득~~머리까지 맑아지는 그런 느낌!!!!귀한 나눔 감사합니다🤗행운은 사람을 통해 온다하죠.오늘이 그런 날이듯해요.#행복한하루#감사한하루,2021-12-07
21년 마지막 메이저 경매 프리뷰투어 하는날이라서 한시간 일찍도착해서 작품설명도 듣고 오늘은 #작품을보는눈 이라는 주제로 #근현대회화 #이대원작가 작품 중심으로 📑🎨🖼 #행복한하루,2021-12-07
.오늘은 해피데이🥳오랜만에 승조랑 놀고 맛난 햄버거 먹고우연히 서현이 만나서 같이 산책하고 집에와서 자기전 30분 게임하고오늘 하루는 너무 행복한 껀이😚#행복한하루 #쪼매난눈코입 #오물오물냠냠 #버거스올마이티,2021-12-07
#생후1510일 요즘 피아노 치면서 어린이집에서 배운 새노래 부르는 재미에푹 빠진 우리지아🥰노래 부르면서 율동도 하고 장난도 치고 아주 바쁘다🙊그 와중에 피아노가 망가져서 잘 안쳐지고 혼자 꺼져서처음부터 끝까지 제대로 피아노 치고 노래 부르기가 힘들다😂하지만 우리지아는 갑자기 꺼진 피아노가 웃긴지꺼질때마다 깔깔거리면서 즐겁게 웃는다🤣원영님이 피아노 하나만 사줬으면 좋겠다..❤️----------------------#사랑둥이 #귀염둥이 #가족스타그램 #럽스타그램 #행복한가족 #행복한하루 #오늘도 #사랑해 #일상 #내사랑 #내전부 #아기모델 #내보물 #딸 #딸랑구 #딸스타그램 #닭띠아기 #49개월 #49개월아기 #도치맘 #딸바보 #육아 #육아소통 #육아스타그램 #말티푸 #말티푸그램 #댕댕이그램 #댕댕이스타그램 #댕댕이,2021-12-07
📍東京タワー台湾祭#台湾祭 #台湾 #taiwan #台湾 #屋台 #台湾屋台 #taiwanfestival #festival #東京タワー #東京タワー夜景 #東京 #祭 #台湾グルメ #牛肉麺 #ジーパイ #小籠包 #b級グルメ #鶏排 #大鶏排 #台湾b級グルメ #クリスマスツリー #christmas #christmastree #東京グルメ #tokyo #먹방 #먹스타그램 #카페 #행복한하루 #데이트그램 #음식,2021-12-07
우리 만난지 벌써 79일이다 난 오빠를 만나서 너무 행복해😁😁 보고싶다고 징징거리다 지쳐 내 어께에 잠들어버렸오ㅋㅋㅋㅋㅋ사랑해💗💗 내가 언제나 오빠 곁에 있을게 고마워 항상2021. 12. 7. 화요일 DAY.79#럽스타그램❤️ #연애스타그램💑 #데이트스타그램💕 #당신이잠든사이에 #사진찍어버림ㅋㅋㅋㅋ #행복한하루 #20대초반 #lovestargram,2021-12-07
